HOLEID,HOLEID_LATITUDE,HOLEID_LONGITUDE,PROJECTCODE,EAST,NORTH,RL,DEPTH,TENEMENTID,PROSPECT,STARTDATE,ENDDATE,DDHName,PlannedHoleID,Geologist1,Geologist2,DrillholeStatus,HolePurposeComment,HoleGeneralComment,Drillhole_Coordinateset_D,Drillhole_Best_X_D,Drillhole_Best_Y_D,Drillhole_Best_Z_D,MapSection,LocationGridName,XGridLine,YGridLine,BestGridName_D,WedgeHole,StartDrillingDepth
WC____510___,58.07148019,-104.5825012,WCI,524629.57,6436743.546,467.894,43,S-106555,CIGAR WEST,31-janv-17,31-janv-17,WC-510,WCI_2017_07,A. Doney,,Abandoned,Determine extent of mineralization west of phase two.,Hole was restarted due to deviation in dip.,NAD83_UTMZ13N_DGPS_F,524629.57,6436743.546,467.894,,CIGAR WEST,L1800+48W,-600+20N,NAD83_UTMZ13N,,
WC____510A__,58.07148019,-104.5825012,WCI,524629.57,6436743.546,467.894,559,S-106555,CIGAR WEST,31-janv-17,04-Feb-2017,WC-510A,,B. Ferguson,,Complete,Targeting the up-dip expression of an altered and reactivated graphitic fault intersected at depth in WC-499 (2016 drill hole) approximately 75 m north at the unconformity.,"Sandstone was weakly to moderately bleached throughout with moderate to strong bleaching below 370m to Uc. Moderate to strong desilicification 447-456m. Uc 463.2m. Massive clay interval from 463.2-464.6m. Fault breccia with argillized matrix and angular clasts up to 5mm noted to 469.6m. Fine to medium-grained pelitic gneiss from 469.6 to 472 and 480-482.2m. Weak to moderately graphitic pelitic gneiss 472-480m. From 482.2 to the EOH at 681m, argillized and chloritized pegmatite was encountered. A probe peak of 2056.25 cps at 464.5m.",NAD83_UTMZ13N_DGPS_F,524629.57,6436743.546,467.894,074I02,CIGAR WEST,L1800+48W,-600+20N,NAD83_UTMZ13N,,
WC____511___,58.08260734,-104.5951803,WCI,523874.195,6437977.812,501.514,696,S-106555,CIGAR NORTH,04-Feb-2017,13-Feb-2017,WC-511,,D. Gaco,,Complete,Targeting the down-dip extension of the sandstone structures and elevated uranium partial in WC-492 at the unconformity in between the unconformity intersections of WC-492 and WC-504 approximately 35 metres away at the unconformity. Testing for an extension of the mineralization intersected in WC-507 400m to the west on the same unconformity step.,"WC-511. Strongly to moderate bleached MFc. Weak to locally moderate bleached MFb. Local weak desilicification throughout sandstone commonly associated with increased fracturing. Weak to moderate reduced grey from 485 to Uc at 519.7m. Graphitic pelitic gneiss 540.3-554m with weak to moderate graphite. Remainder of basement dominantly diatexite pelitic gneiss with local gneissic intervals. Protocataclastic and cataclastic faulting noted 540.3-554.0m. Numerous intervals of Umin of varying degrees: 552.2-552.8 (wk-mod), 563.8-564 (mod), 564.5-564.8 (str), 592.6-593.2 (tr-wk), 642.9-644.9 m (tr). Probe peak 58090cps at 564.6m.",NAD83_UTMZ13N_DGPS_F,523874.195,6437977.812,501.514,074I02,CIGAR NORTH,L1000+00E,800+35S,NAD83_UTMZ13N,,0
WC____512___,58.08208789,-104.5814822,WCI,524682.358,6437924.906,481.49,618,S-106555,CIGAR NORTH,03-Feb-2017,11-Feb-2017,WC-512,,A. Smith,,Complete,Testing L18E along the Cigar North conductor; 400m east along strike of the mineralization intersected in WC-507.,"Moderately to strongly bleached MFc with common early healed micro-faulting/deformation bands with local intervals of fractured/reactivated structures. Generally weakly to locally strongly bleached MFb associated with fracture zones, local reactivated early micro-faulting/deformation bands, and moderate silicification. Uc at 495.8m. Variably graphitic (trace to weak) pelitic gneiss down to 571m followed by moderately silicified/quartz-flooded quartzofeldspathic gneiss, interpreted as diatexite, to the EOH at 618m. Local cataclastic to ultracataclastic faulting from 569.9-571m. Probe peak of 3005 cps at 494.7m. Using a cut-off of 0.05%eU, WC-512 intersected 0.3m at 0.06%eU from 494.8-495.6m.",NAD83_UTMZ13N_DGPS_F,524682.358,6437924.906,481.49,074I02,CIGAR NORTH,L1800+05E,700+30N,NAD83_UTMZ13N,,
WC____513___,58.07100382,-104.5789129,WCI,524841.58,6436691.825,467.08,599,S-106555,CIGAR WEST,05-Feb-2017,11-Feb-2017,WC-513,WCI_2017_10,E. Meszaros,,Complete,Targeting the unconformity 200m along strike to the west from WC-500 testing for an extension to the mineralization along strike. Targeting the subcrop of the graphitic brittle/ductile structure at the unconformity.,"Tr-wk bl in MFc, alternating wk and mod bl in MFb. Small rubbly desil zones from 371-377 and 379-680m. Rubbly desil for 30m above Uc. Mod grey-reduced zone 1m above Uc. Str cl replacement above Uc, 5 metres of str cl replacement and remob hem 5m below Uc into bsmt. Tr-wk Umin in altered basal sst at 455.7m. Fgr wk-graph gnpel from 473.6-484.6 and again from 490.5-498.6m. Rest of hole alternates btw fgr gnpel and pegmt/diatexitic gneisses with rare graphite and wk-mod diss py. Probe peak of 20,312 cps at 456 metres.",NAD83_UTMZ13N_DGPS_F,524841.58,6436691.825,467.08,074I02,CIGAR WEST,L2000+40W,-500+25S,NAD83_UTMZ13N,,0
WC____514___,58.08208789,-104.5814822,WCI,524682.358,6437924.906,481.49,626.4,S-106555,CIGAR NORTH,11-Feb-2017,21-Feb-2017,WC-514,,A. Smith,D. Gaco,Complete,Targeted to test the unconformity 50m to the north of the unconformity intersection in WC-512; testing the up-dip projection of the brittle reactivation within the cataclasite structures in the basement of WC-512.,"Moderately to strongly bleached MFc. Weakly bleached MFb. Large structured interval 443.9-469.2 m consisting of early cohesive breccia surrounding large in-cohesive fault gouge with moderate to strong desilicification and argillization; abundant core loss. Uc 524.9m; sharp. Typical PWP down to 577.9m. Variably anatectic quartzofeldspathic gneiss to 577.9m. Quartz breccia with local strong to complete replacement of host rock down to 590.4m. Altered diatexite with minor quartz flooding to 595.1m. Below 595.1 to EOH at 626.4m granitic gneiss was intersected; very siliceous with local quartz veining, abundant k-spar, and local granodiorite. Generally competent basement with local increased fracturing and minor faulting. Probe peak of 758.23 cps at 555.0 m within paleoweathered diatexite gneiss.",NAD83_UTMZ13N_DGPS_F,524682.358,6437924.906,481.49,074I02,CIGAR NORTH,L1800+05E,700+30N,NAD83_UTMZ13N,,0
WC____515___,58.07209172,-104.5790285,WCI,524834.005,6436812.902,467.542,500,S-106555,CIGAR WEST,11-Feb-2017,16-Feb-2017,WC-515,,T. Ellis,,Complete,Following up weak U-min encounted at the UC in WC-513 as well the the up dip expression of faulting in WC-513.,"Weak to moderate bleaching below 87 m to Uc at 448.1m. 369.3-387m: blocky with high angled fractures and variable desilicification. Paleoweathered pelitic gneiss to 449.6m. Bleached pegmatite to 451.5m. Weakly graphitic pelitic gneiss with minor local intervals of trace mineralization noted to 478.8. Remainder of basement psammite to moderately graphitic pelite. Increase in ductile deformation closer to EOH due to lithology contrast between regionally structured pegmatite starting at 497.8m. Probing peak with NGRS of 4530cps at 455.6m. Using a cut-off of 0.05%eU, intersected 1.5m at 0.08%eU for total GT of 1.2.",NAD83_UTMZ13N_DGPS_F,524834.005,6436812.902,467.542,074I02,CIGAR WEST,L2000+34W,-400+00N,NAD83_UTMZ13N,,0
WC____516___,58.08422534,-104.595231,WCI,523870.122,6438157.931,486.049,308.2,S-106555,CIGAR NORTH,14-Feb-2017,19-Feb-2017,WC-516,,K. Martin,,Not to Target Depth,Targeted to test the unconformity expression of the mineralized brittle structure intersected in the basement of WC-511 and down-dip of the sandstone structure and elevated geochemistry in WC-492. Targeting the 30m step at the unconformity; approximately 25m north of the uc in WC-511.,Intense alteration and structure throughout the majority of the sandstone column. Hole was lost in structured quartz dissolution zone at 308.2m. Attempting to hit the same target in WC-518.,NAD83_UTMZ13N_DGPS_F,523870.122,6438157.931,486.049,,CIGAR NORTH,L1000+06W,900+45N,NAD83_UTMZ13N,,0
WC____517___,58.0817186,-104.5069407,WCI,529078.6,6437913.476,452.101,478.6,S-106557,EASTERN CIGAR TREND,18-Feb-2017,23-Feb-2017,WC-517,,T. Ellis,,Complete,Targeting a resistivity sandstone breach and elevated U-partial vectoring North of WC-448.,"Weakly bleached throughout majority of sandstone with local strongly bleached intervals. Regional structure throughout with infrequent fractures and rare desilicified zones. Basal conglomerate 372.3 to Uc with hydrothermal hematite staining, increased heavy mineral banding, and minor increased radiometry. Minor deformation consisting of fracturing and blocky/desilicified sections. Uc 388.8m. Paleoweathered metatexite pelitic gneiss to 397.3m. Graphitic pelitic gneiss to 414.9m. Pelitic gneiss to 430.2m. Remainder of basement moderate to strongly graphitic pelitic gneiss with minor pelite towards EOH. Local protocataclasite and brecciation. Probe peak of 1081.67 cps in the basal sandstone at 315.3 metres.",NAD83_UTMZ13N_DGPS_F,529078.6,6437913.476,452.101,074I02,,,,NAD83_UTMZ13N,,0
WC____518___,58.08342779,-104.5954052,WCI,523860.384,6438069.076,492.484,600,S-106555,CIGAR NORTH,20-Feb-2017,02-mars-17,WC-518,,K. Martin,,Complete,Targeting the same planned unconformity intersection as WC-516 as an angled drill hole to avoid the drilling difficulties associated with drilling vertical down the structure. Targeted to test the unconformity expression of the mineralized brittle structure intersected in the basement of WC-511 and down-dip of the sandstone structure and elevated geochemistry in WC-492. Targeting the 30 metres step at the unconformity; approximately 25 metres north of the unconformity in WC-511.,"Sandstone with moderate to weak bleaching and intermittent intervals of pervasive silicification, grey reduction, argillization; faulting between 322-325 m and 423-440m. Unconformities at 496.4m and 528.4m. Primary basement lithology is quartz-rich diatexite. Basement mineralization was intersected between 554.9-561.3m, 585.8-587m,  and 597-599m, and is dominantly fracture controlled. Using a cut-off of 0.05%, WC-518 intersected 11.5m at 0.18% for a total GT of 20.84, discontinuous from 554.6 to 599.3 m. 20cm at 1.13% at 560.7m.",NAD83_UTMZ13N_DGPS_F,523860.384,6438069.076,492.484,074I02,CIGAR NORTH,L1000+14W,900+43S,NAD83_UTMZ13N,,0
WC____519___,58.08210688,-104.581539,WCI,524679,6437927,482,605,S-106555,CIGAR NORTH,20-Feb-2017,28-Feb-2017,WC-519,WCI_2017_24,D. Gaco,,Complete,Targeted approx 65m south of WC-512 at the u/c testing the hanging-wall step in the unconformity along strike to the east of the mineralization intersected in WC-507. Testing down-dip of the sandstone structures (quartz flooded structures and open fractures) intersected in the upper and middle sandstone of WC-512.,"Strongly to moderately bleached MFc. Weak to locally strongly bleached MFb. Local trace to weak desilicification throughout sandstone commonly associated with increased fracturing. Fault zone displaying abundant core loss, desilicification, local silicification, local clay, and rare rotated bedding was noted 402-420.5m. Uc at 476.3m; rubbly. Basement dominantly fine to medium-grained variably graphitic (trace to moderate) pelitic gneiss to 583.4m. From 583.4 to EOH at 605m, fine-grained gneiss (pelite/psammo-pelite/calc-pelite?) was intersected with weak to moderate chlorite and trace to moderate silicification. Protocataclastic and cataclastic faulting noted 551.8-570.2; 578.8-583.4; 595.3-595.5m. Probe peak 598.33cps at 484.9m.",NAD83_UTMZ13N_PLAN,524679,6437927,482,074I02,CIGAR NORTH,L1800+00E,700+33N,NAD83_UTMZ13N,,0
WC____520___,58.08361268,-104.6085354,WCI,523085.963,6438085.094,509.507,263.4,S-106555,CIGAR NORTH,28-Feb-2017,04-mars-17,WC-520,WCI_2017_15,D. Gaco,,Abandoned,Initial test of a moderate conductor pick on line 2+00E. 800 metres to the west of basement mineralization intersected on line 10+00E and 400 metres to the west of CIG-203 that intersected variably graphitic pelitic gneiss with cataclastic deformation.,Drill hole became stuck at 86.8 m while pulling rods. Casing was initially reamed down to 33 m. First box received consisted of blocky sub-crop with mixed erratic boulders; sandstone/basement starting in the next box at 32.5 m. It is assumed that depth of casing was insufficient allowing the rods to get sanded in. Rods were cut above core barrel and salvaged.,NAD83_UTMZ13N_DGPS_F,523085.963,6438085.094,509.507,,CIGAR NORTH,,,NAD83_UTMZ13N,,0
WC____520A__,58.08361268,-104.6085354,WCI,523085.963,6438085.094,509.507,681.3,S-106555,CIGAR NORTH,06-mars-17,13-mars-17,WC-520A,,D. Gaco,,Complete,Step back 5 feet from lost drill hole WC-520; initial test of a moderate conductor pick on line 2+00E; 800 metres to the west of basement mineralization intersected on line 10+00E and 400 metres to the west of CIG-203 that intersected variably graphitic pelitic gneiss with cataclastic deformation.,Strongly to moderately bleached MFc. Weak to locally strongly bleached MFb. Moderately structured interval displaying rubbly/blocky core and local sand from 485.5-490.5m. Uc at 555.0m; rubbly. To 641.5 m basement dominantly diatexite with local psammo-pelite (561.2-565.5m) and trace to moderate graphitic pelitic gneiss (565.5-574.2m). To EOH at 681.3m alternating intervals of amphibole rich mafic gneiss and pelitic gneiss were intersected. Numerous structure zones: 565.5-580.1m: protocataclasite with local cataclasite and rare ultracataclasite; 583.3-585.5m: ultracataclasite. 587.3-590.0m: cataclasite with local protocataclasite. 590.0-592.6m: matrix supported clay gouge. Probe peak 618.841cps at 318.3m.,NAD83_UTMZ13N_DGPS_F,523085.963,6438085.094,509.507,074I02,CIGAR NORTH,,,NAD83_UTMZ13N,,0
WC____521___,58.08202695,-104.5885466,WCI,524265.79,6437915.56,484.24,554.8,S-106555,CIGAR NORTH,02-mars-17,08-mars-17,WC-521,,K. Martin,A. Smith,Complete,Testing the unconformity approximately 20 metres south of the mineralization intersected in WC-507; testing for the southern limit to the mineralization.,"Moderately to locally bleached MFC, weak towards MFb. Local limonite below 73m. 214.1-238.5m: structured interval with protobreccia and 1cm gouge. Fracture corridor from 361.8-379m: local sandy clay gouge and weak drusy quartz. Unconformity at 481.3m: sharp 70 dtca contact between competent grey-reduced basal sandstone and metasediments. Fine grained psammopelitic and psammitic gneiss to 536.9m. Well-preserved paleoweathering to 505.9m. Local trace graphite below 523m, trace to moderate within a cordierite-bearing metatexitic pelitic gneiss to end of hole at 554.8 metres. Abundant breccia/gouge below the unconformity; several 5-10cm cataclasitic faults near graphitic pelitic gneiss interval. Probe peak: 579cps at 502.6m in PWP psammopelitic gneiss.",NAD83_UTMZ13N_DGPS_F,524265.79,6437915.56,484.24,074I02,CIGAR NORTH,L1400+09W,700+00S,NAD83_UTMZ13N,,0
WC____522___,58.08351381,-104.6225318,WCI,522260.643,6438069.385,492.981,753.1,S-106555,CIGAR NORTH,08-mars-17,18-mars-17,WC-522,WCI_2017_16,A. Smith,K. Martin,Complete,Initial test of a weak conductor pick on line 6+00W; 800 metres to the west of WC-520A and representing the furthest west drill hole in the Cigar North area to date.,"Upper sandstone moderately to strongly bleached,  MFb regionally altered. Two minor faults intersected in sandstone.  Sharp UC at 533.2 m, followed by paleoweathered pelitic gneiss. Trace to weak disseminated graphite within psammopeltic to pelitic gneiss until approximately 638 m, after which graphite content increases to moderate to locally massive. Significant structure is intersected in the basement. Reactivated shear zones as well as graphitic cataclasites between 575-584m,  645.5-648.5m,  660.8-661.8m, 704-709m, and 739-747m. Diatexite unit at 747.5 m to EOH. NGRS probe peak of 375.71 cps at 532.4m just above the unconformity in blocky regional basal conglomerate.",NAD83_UTMZ13N_DGPS_F,522260.643,6438069.385,492.981,074I02,CIGAR NORTH,,,NAD83_UTMZ13N,,0
WC____523___,58.08432699,-104.6024843,WCI,523442.334,6438166.706,480.368,623.6,S-106555,CIGAR NORTH,15-mars-17,24-mars-17,WC-523,,T. Ellis,D. Gaco,Complete,Targeting the unconformity 90 metres north of CIG-203 which was interpreted to be hanging-wall to the main cataclasite structures. Targeted to test the strong EM pick on line L6+00E.,"Moderate to locally strongly bleached MFc. Weak to locally moderately bleached MFb. Breccia noted from 344.7-349 m, with damage zones from 323.5-344.7m and 349.0-406.0m, displaying blocky/rubbly core with moderate to weak desilicification and local trace to weak clay. Uc at 520.8m. Diatexite noted to 525.3m. From 525.3-527.5m: fine-grained chert-like ultracataclasite. Basement dominantly granitic gneiss with weak to moderate chlorite and argillization. Quartz flooding noted from 581.3-583.7m. Local micro-fracturing noted throughout basement, commonly infilled with chlorite and clay. Remnant PWP to 551m. Probe peak of 1088.517 cps at 542.9m. *Run block shift of 3m deeper from 413 to 522m; correct from OB to 413 and 525 to EOH.*",NAD83_UTMZ13N_DGPS_F,523442.334,6438166.706,480.368,074I02,CIGAR NORTH,L600E+40W,1000+44S,NAD83_UTMZ13N,,0
WC____524___,58.08163508,-104.591576,WCI,524087.401,6437870.847,480.254,584.6,S-106555,CIGAR NORTH,20-mars-17,24-mars-17,WC-524,,K. Martin,,Complete,Fencing CIG-212 to the northwest; following up the anomalous sandstone geochemistry and altered calc-silicate basement. Approximately 200m along strike to the southwest from the unconformity mineralization intersected in WC-507.,"Upper sandstone moderately to strong bleached until 200 m, poor alteration until 406.5 m, increase in alteration past 465 m including moderate bleaching, intermittent weak to moderate argillization, local grey reduced, and local structurally controlled dissolution. Altered unconformity at 471.6 m. PWP  overprinted by bleaching and weak remobilized hematite. Basement is poorly structured; upper basement lithology comprised of calcsilicate/psammopelite until 531 m, followed by graphitic pelitic gneiss and anatectic pegmatite to end of hole at 584.6m.  NGRS probe peak of 1142 cps at 472.2 m just below the unconformity.",NAD83_UTMZ13N_DGPS_F,524087.401,6437870.847,480.254,074I02,CIGAR NORTH,L1200+10E,700+40S,NAD83_UTMZ13N,,0
WC____525___,58.08163608,-104.5915786,WCI,524087.247,6437870.958,480.254,626.2,S-106555,CIGAR NORTH,25-mars-17,30-mars-17,WC-525,,K. Martin,,Complete,Targeted to test the unconformity 30 m to the northwest of WC-524 testing the subcrop contact between the calc-bearing psammo-pelitic gneiss and the graphitic pelitic gneiss along strike from WC-507. Following up on the anomalous alteration intersected in the lower sandstone and upper basement of WC-524.,Weak to moderate bleaching through the sandstone. Sandstone faulting is intersected from 401 to 416 m. UC at 480.8 m. The upper basement lithology is comprised of variable psammopelitic gneiss until 522.5 m. From 522.5 m to the end of hole at 626.2 m the basement lithology is dominantly variably graphitic locally cordierite bearing pelitic to psammopelitic gneiss. Common meter scale zones of anatectic pegmatite intersected throughout. Significant basement structure was intersected including graphitic cataclasite between 607.1- 609.3 and 618.3 to 619.4 m. NGRS probe peak of 1062 cps at 533.7 m within sheared graphitic pelitic gneiss.,NAD83_UTMZ13N_DGPS_F,524087.247,6437870.958,480.254,074I02,CIGAR NORTH,L1200+10E,700+40S,NAD83_UTMZ13N,,
WC____526___,58.08195947,-104.6085298,WCI,523087.361,6437901.039,485.085,680.7,S-106555,CIGAR NORTH,25-mars-17,31-mars-17,WC-526,,D. Gaco,,Complete,Targeted to test the unconformity 100m south of WC-520A which is interpreted to be footwall to the main structure and mineralization along strike to the east in WC-511 and WC-518.,"Moderate to strongly bleached MFc. Weak to locally moderately bleached MFb. Sandstone generally poorly structured. Local increased fracturing with associated trace to weak desilicification and druzy quartz. Unconformity at 557.3m; rubbly. Fine-grained pelitic gneiss noted to 573m. Remainder of basement dominantly fine to medium-grained variably graphitic (trace to moderate) pelitic gneiss. Weakly bleached pegmatite noted from 663.6-667.4m. Protocataclastic and cataclastic faulting noted from 618-625.1m, 643.9-649m, and 667.4-677m. Probe peak of 375 cps at 556.3m.",NAD83_UTMZ13N_DGPS_F,523087.361,6437901.039,485.085,074I02,CIGAR NORTH,,,NAD83_UTMZ13N,,0
WC____527___,58.08097569,-104.5956654,WCI,523846.672,6437795.983,480.673,878.1,S-106555,CIGAR NORTH,31-mars-17,11-Apr-2017,WC-527,,A. Smith,,Complete,Targeted to test approximately 80 m south of unconformity of WC-504 on L1000E testing along the interpreted structural strike associated with the mineralization intersected in WC-507. The drill hole is also targeted to test down-dip of the basement along the section including the elevated uranium partial in the graphitic pelitic gneiss and down-dip of the mineralized vertical basement structure in WC-511 and WC-518.,Wedge at 269.2m. Moderately bleached MFc. Generally weakly bleached MFb with moderate bleaching and weak to strong grey-reduced alteration noted 402.6-461.3m. Numerous structural intervals: 426-427.9m: protobreccia to breccia; 427.9-428.5m: clay gouge; 455.8-456.4m: clay gouge/clay replacement. Uc at 515.1 m. Basement composed of metatexite psammo-pelitic to pelitic gneiss with abundant m-scale quartzofeldspathic leucosome to 747.1 m followed by granite to EOH. Variable graphite from trace to moderate disseminated and remobilized graphite. Numerous zones of protocataclastic to cataclastic faulting noted: 657.4-730.1m; 730.1-743.9m with large quartz breccia. Cataclastic to ultracataclastic faulting 743.9-750.55m. Probe peak 952.9 cps at 559.7m.,NAD83_UTMZ13N_DGPS_F,523846.672,6437795.983,480.673,074I02,,,,NAD83_UTMZ13N,,0
WC____528___,58.08341953,-104.5883353,WCI,524277.31,6438070.677,486.554,611.6,S-106555,CIGAR NORTH,01-Apr-2017,07-Apr-2017,WC-528,,D. Gaco,E. Meszaros,Complete,Targeted to test L1400E along strike from the mineralized basement structure intersected on L1000E. Targeted in between the unconformity intercepts of WC-498 and WC-495 down dip of the sandstone structure intersected in the middle sandstone of WC-495. Testing the down dip extension of the basement structure at the unconformity and in the basement within the diatextite unit.,Drill hole left open and casing in and capped. Moderate to locally strongly bleached MFc. Weak to locally moderately bleached MFb. Sandstone displayed trace to weak deformation throughout with local zones of faulting. 325.5-341m: proto-brecciated to brecciated sandstone with local rubbly zones and trace to weak desilicification; 407.6-450.2m: blocky interval with sand and local gouge; common silica healed fractures throughout. Uc 515.8 @ 75dtca. Diatexite to EOH at 611.6m; weak to moderate bleaching; and trace to weak silicification locally. Blocky 569-574.5m; 588.0-599.0m. Very trace disseminated graphite and pyrite locally. Probe peak 1078 cps at 548.4m.,NAD83_UTMZ13N_DGPS_F,524277.31,6438070.677,486.554,074I02,CIGAR NORTH,,,NAD83_UTMZ13N,,0
WC____529___,58.0816796,-104.5915948,WCI,524086.262,6437875.797,480.254,607.4,S-106555,CIGAR NORTH,07-janv-18,16-janv-18,WC-529,,A. Smith,K. Martin,Complete,Targeting northwest of WC-525; the subcrop of the contact between the graphitic metasediments and hanging-wall calcsilicate/psammite. Testing for unconformity mineralization along strike of WC-507.,Overall the sandstone column has weak to locally moderate bleaching and  minor dissolution. Fracture interval associated with moderate bleaching between 350-390 m. Basement consists of variably graphitic pelitic metatexite. Well-developed PWP. Upper basement was poorly altered - alteration increases with depth with weak to locally moderate chlorite and argillization. Common thin cohesive cataclasites in lower basement with only minor reactivation. Local weak to moderate shearing. NGRS probe peak of 828.75cps @ 563.5 m within anatectic granite.,NAD83_UTMZ13N_DGPS_F,524086.262,6437875.797,480.254,074I02,,,,NAD83_UTMZ13N,,0
WC____530___,58.0700979,-104.5664829,WCI,525575.492,6436595.607,476.566,576,ML 5521,PHASE 2,07-janv-18,14-janv-18,WC-530,,D. Gaco,,Complete,Testing the 125 m gap along strike from the western edge of the Phase 2 pod and the next historical drill fence which had trace mineralization. Testing 60 m along strike; targeting the southern edge of the graphitic pelitic gneiss directly along strike of the mineralization.,Weak to moderately bleached MFc. Moderate to weakly bleached MFb. Local trace to weak desilicification associated with densely fractured zones. Trace to strong Umin in basal sandstone from 452.6 to 458.7 m and extending into basement to 458.8 m: disseminated along bedding and locally structured controlled; moderate grey reduced alteration. Basement dominantly fine to medium-grained metatexite pelitic gneiss with local intervals of pelitic gneiss. Variable graphite: trace to moderate disseminated and remobilized. Common anatectic granites throughout. Protocataclastic and cataclastic faulting noted: 496.2-503.7; 506.7-513.1; and 564.2-566.3 m. Probe peak of 54925 cps at 457.6 m.,NAD83_UTMZ13N_DGPS_F,525575.492,6436595.607,476.566,074I02,,,,NAD83_UTMZ13N,False,138
WC____531___,58.0700999,-104.566484,WCI,525575.421,6436595.829,476.656,573,ML 5521,PHASE 2,14-janv-18,20-janv-18,WC-531,,D. Gaco,,Complete,Testing the unconformity 20 m north of the intercept in WC-530 for an extension of the mineralization.,Weak to moderately bleached MFc. Moderately bleached MFb. Local zones of gouge and blocky core associated with zones of desilicification from 381-462.8 m. Uc at 462.8 m ? altered and structured; soft clay gouge 462.8-463.3 m with 30 dtca contacts. From 462.8 to 474 m: diatexitic pelitic gneiss. From 474-506.3 m: metatexitic pelitic gneiss with moderate to locally strong disseminated and remobilized graphite. From 506.3-521.5 m: mixed zone of metatexitic pelitic gneiss and very fine-grained anatectic pelitic gneiss. From 521.5 to EOH (573 m): fine-grained weak to trace graphitic pelitic gneiss. Protocataclastic and cataclastic faulting noted from 497.2-506.3 m. Local anatectic granites (largest interval from 533.5-535.8 m). Probe peak of 2671.65 cps at 460.9 m in basal sandstone.,NAD83_UTMZ13N_DGPS_F,525575.421,6436595.829,476.656,074I02,,,,NAD83_UTMZ13N,,0
WC____532___,58.07097511,-104.5281188,WCI,527838.015,6436708.446,494.987,557.5,ML 5521,CIGAR EAST,16-janv-18,22-janv-18,WC-532,WCI_2018_06,E. Meszaros,,Complete,Testing the 55 m gap at the unconformity between WC-303 and WC-295. Following up the anomalous Upartial and illite throughout much of the sandstone column and testing for mineralization at the unconformity.,"Moderate bleaching to 225 m; primary hematite from 225-368 m; followed by moderate bleaching. Local weak limonite for upper 25 m of sst; weak from 104-148 m. Druzy quartz and black oxide coatings; occasional sooty pyrite. Poorly structured sandstone; short interval of weak to moderate dissolution in basal sst. Uc at 454.7 m. Fine and medium-grained pelitic gneiss with disseminated pyrite throughout basement. Short paleoweathering profile. Trace graphite intermittently. Weakly graphitic pelitic gneiss from 498.8 -515.4 m. Patchy weak bleaching down to 488.5 m; moderate bleaching to 498.5 m. Pelitic gneiss from 531.5 to 538.7 m: several brittle-ductile shears within unit (531.6-531.8, 532.2-532.7, and 538.1-538.4 m). Foliation at 30-40 dtca. Shears at 20-30 dtca. Probing peak of 543 cps in basal sandstone at 439 m.",NAD83_UTMZ13N_DGPS_F,527838.015,6436708.446,494.987,074I02,CIGAR,,,NAD83_UTMZ13N,,
WC____533-1_,58.08297519,-104.594341,WCI,523923.441,6438019.063,499.417,701.4,S-106555,CIGAR NORTH,27-janv-18,10-Feb-2018,WC-533-1,,K. Martin,A. Smith,Complete,Wedge hole off of WC-533 at 226 m; targeting 100 m east-southeast along strike of the main offsetting structure and basement mineralization in WC-511 and WC-518. Testing the sandstone structure intersected in WC-533 down-dip in the basement.,Weakly bleached to 355.5 m; moderate to strong to the Uc at 502.85 m. Fractured zones with local moderate desilicification and grey-reduced from 355.5-381 m and 467.4-500.6 m. Hanging wall pelitic gneiss from Uc to 572.4 m. PWP to 523.5 m. Variable trace to moderate disseminated and remobilized graphite below; common protocataclastic fabric below 529.4 m; and larger cataclastic to ultracataclastic faulting below 553.6 m. Weakly mineralized interval at the base of the hanging wall over 20cm in weakly argillized ultracataclasite with 750-925cps. Footwall granite/granitic gneiss below 572.4 m. Large cataclasite/ultracataclasite from 572.4-580.3 m and 660.9-669.7 m. Quartz breccia/quartz flooded intervals peripheral to faulting from 580.3-592 m; 647.9-660.9 m; and 669.7-687 m. Moderate muddy-green alteration/quartz flooding/cataclastic fabric overprinting primary texture. Brittle fracture zones with local breccia from 626.5-637.3 m and 649.7-662.7 m. EOH in fresh granitic gneiss at 701.4 m.,NAD83_UTMZ13N_DGPS_F,523923.441,6438019.063,499.417,074I02,,,,NAD83_UTMZ13N,True,226.9
WC____533___,58.08297519,-104.594341,WCI,523923.441,6438019.063,499.417,707.4,S-106555,CIGAR NORTH,18-janv-18,27-janv-18,WC-533,WCI_2018_01,K. Martin,,Complete,Targeting 100 m east-southeast along the interpreted strike of the basement mineralization in WC-511 and WC-518.,OB to 32.1 m. Sandstone bleaching and argillization along with common zones of weak to moderate fracturing; faulting; and local core loss occur between 345 and 502 m. Main fault core (clay gouge zones) occurs between 360.8-360.7; 441.7-445.0; 468.7-470.5 and 491-495 m with local rotated bedding. Medium to fine-grained granitic gneiss was intersected from the unconformity at 517.7 to 685.9 m; common breccia zones from 563 to 567; 600.4 to 602.4; 653.7 to 656.5; and 668.9 to 670.2 m. Overall moderate to strong alteration throughout the basement. Metasediments intersected from 685.9 to end of hole at 707.4 m including cataclasite intervals with local reactivation. Probe peak of 1291.7 cps in granitic gneiss at 601.3 m proximal to chloritic clay gouge.,NAD83_UTMZ13N_DGPS_F,523923.441,6438019.063,499.417,074I02,,,,NAD83_UTMZ13N,,
